exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor
258,4,3.4,64,64,1,128,2,2,8,8,2,192,96,16,8,LocalBP
259,8,3.6,16,64,8,2048,4,2,8,8,2,192,128,8,8,LocalBP
260,2,3.4,16,64,8,256,8,12,12,4,4,192,32,16,16,TAGE_SC_L_64KB
261,1,1.4,16,16,8,1024,8,4,2,12,2,64,16,8,32,MultiperspectivePerceptron64KB
262,2,1.4,64,128,8,256,8,4,4,2,8,256,128,64,32,TAGE_SC_L_64KB
263,4,1.8,16,64,4,128,2,4,4,8,8,192,128,32,8,TAGE
264,4,1.6,16,32,8,256,4,4,8,2,4,128,128,64,32,TAGE_SC_L_64KB
265,8,1.2,128,128,1,256,8,8,8,4,4,256,128,16,8,BiModeBP
266,32,2.6,16,64,1,1024,8,12,12,12,8,192,128,8,8,TAGE
267,16,2.0,128,16,4,128,8,12,4,2,8,64,96,16,16,TournamentBP
268,8,3.2,32,32,4,1024,8,12,2,8,8,192,32,8,8,BiModeBP
269,1,2.6,16,128,1,2048,8,4,4,8,2,256,128,64,16,TournamentBP
270,32,3.0,64,32,4,1024,2,4,8,4,8,256,128,64,64,TournamentBP
271,8,1.8,128,128,1,256,2,12,8,12,4,64,128,8,32,TournamentBP
272,2,1.2,64,64,8,1024,2,12,12,2,2,64,16,32,16,BiModeBP
273,4,3.4,64,64,2,512,16,2,4,4,2,256,64,16,64,MultiperspectivePerceptron64KB
274,4,3.0,64,32,4,1024,8,12,8,4,4,32,32,32,32,TournamentBP
275,1,3.8,64,64,4,512,16,12,12,8,8,192,16,32,32,TournamentBP
276,1,1.2,64,16,1,128,2,2,8,12,8,32,32,16,8,TournamentBP
277,16,1.6,32,128,2,256,8,4,2,8,2,256,128,64,8,TAGE_SC_L_64KB
278,4,2.0,128,16,1,2048,2,8,2,12,2,64,16,8,8,TournamentBP
279,1,1.6,16,128,4,1024,8,12,2,12,8,128,96,32,8,TAGE_SC_L_64KB
280,2,3.8,16,64,1,256,16,2,4,2,8,64,96,32,16,TAGE_SC_L_64KB
281,8,4.0,16,64,2,2048,16,2,12,2,4,128,16,32,32,BiModeBP
282,8,3.0,128,16,8,128,16,2,4,12,12,256,96,16,16,LocalBP
283,16,3.8,64,32,4,2048,2,12,2,4,12,64,32,64,8,MultiperspectivePerceptron64KB
284,2,3.6,64,128,8,1024,8,12,2,4,4,128,32,64,8,MultiperspectivePerceptron64KB
285,8,1.8,64,128,1,256,4,12,12,2,2,64,16,32,16,BiModeBP
286,1,1.2,64,32,4,2048,16,12,12,12,12,256,16,64,16,MultiperspectivePerceptron64KB
287,8,2.2,32,128,8,2048,4,8,4,4,2,256,32,64,32,LocalBP
288,16,1.4,64,64,4,512,2,8,8,8,8,64,32,16,16,MultiperspectivePerceptron64KB
289,8,4.0,64,64,4,512,2,4,8,8,8,192,16,64,8,TAGE
290,8,3.0,64,64,4,1024,4,8,8,8,2,32,16,32,16,MultiperspectivePerceptron64KB
291,1,2.4,128,128,4,2048,2,8,4,2,8,256,16,8,32,TAGE
292,1,1.4,16,64,2,2048,4,2,2,12,2,256,16,8,64,TournamentBP
293,32,1.8,64,128,8,2048,16,2,8,12,2,128,64,16,16,LocalBP
294,8,2.0,64,64,1,256,4,4,4,4,2,128,32,64,32,TournamentBP
295,4,3.4,64,64,4,512,2,12,2,8,4,256,64,64,64,MultiperspectivePerceptron64KB
296,8,2.6,64,128,4,512,8,12,8,2,2,64,16,8,32,TournamentBP
297,4,1.4,16,128,4,128,16,8,8,8,8,32,96,32,64,LocalBP
298,8,2.0,64,128,2,512,16,12,2,12,4,32,16,32,8,MultiperspectivePerceptron64KB
299,32,1.4,64,16,2,512,16,4,4,12,4,192,16,32,64,MultiperspectivePerceptron64KB
300,1,2.4,128,64,1,1024,16,8,12,2,12,64,96,32,64,LocalBP
301,1,1.8,16,128,1,128,16,8,12,8,4,192,32,32,64,TAGE_SC_L_64KB
302,1,3.8,16,128,2,1024,2,2,4,12,4,32,64,16,16,LocalBP
303,4,3.4,16,16,2,2048,16,4,2,2,12,192,96,32,32,TAGE
304,2,1.2,128,16,1,1024,8,8,12,12,2,192,64,32,16,TournamentBP
305,1,1.6,64,128,4,256,8,12,8,12,2,32,32,8,32,LocalBP
306,2,1.6,64,64,2,128,16,8,4,2,2,128,64,8,16,BiModeBP
307,2,3.8,64,32,1,1024,8,4,8,4,4,192,16,16,64,TournamentBP
308,16,1.2,16,16,2,2048,4,12,12,4,4,128,16,16,8,TournamentBP
309,4,2.2,32,32,2,512,4,12,12,8,4,256,96,32,64,TournamentBP
310,4,4.0,64,64,2,512,2,12,8,8,4,32,32,16,64,LocalBP
311,2,2.4,32,16,8,1024,8,12,12,4,2,256,16,32,64,TournamentBP
312,4,2.4,16,128,2,2048,16,4,12,12,12,128,96,16,64,BiModeBP
313,16,3.8,128,32,1,256,16,4,12,2,8,32,32,8,8,TAGE_SC_L_64KB
314,2,3.2,64,16,4,512,8,2,12,2,2,192,32,64,16,LocalBP
315,16,2.0,64,128,2,512,16,12,2,2,4,256,16,64,32,TournamentBP
316,1,2.8,16,32,2,512,16,2,8,2,2,192,96,8,32,TAGE
